scripthash_hex	balance_sats	balance_btc
000501f1301f180f651c6be1e83c10cd07a5f4c4817dd94e0913b17b97c41f26	1982143700	19.82143700
000f8fce2d49a6d472d192dad26bd8084cd18f2ff04ec2e154da24ba1eadcaf5	2000910706	20.00910706
001c6c34279cf8408f06577efc1851edd3e08215c29ac7968e86033356bd0924	1959859382	19.59859382
001d11297776c7d68c8d974acabbd7a365b7746236e2ab9bfc4498c7c8414934	2040699652	20.40699652
003d2f68c0bca171ac59de545b36f48c0e628aac433cac52de196da2d8a5012d	2008872477	20.08872477
003f452d9ca26940bd3f178a147d06a8e63bdcb4120ab4154f9d6b867585017f	2000710602	20.00710602
00511696e1746eb6b9994a9ead0486af81b7d28c83df9f0a2fad6ac905226655	1989987752	19.89987752
0066a006b5b7dd3cfc0b03ca943c180cfc7cad593d60a1e897003596c6c6510a	1996940494	19.96940494
0072fe81179c1c7f0dd335304e6ed4d88bb9f05f88592f8ac386b691d9a6d005	1950000000	19.50000000
008fb4438659c10cf96cbb225e39494fde46ac6a0541aa137da928b68ba145eb	2049469730	20.49469730
00979fe7fa9bb4edade718164c0a28542b139ee9a3ac66919b1faa5e9153801b	2000000000	20.00000000
009fd825d0a2c0b94a06ca74e243f4df63716ac07636e2e14f2d86303900b985	1996756050	19.96756050
00a72b811e05339a707197c1e79a7274db7ec562178e58ea1c9e777e558f9ec2	1999994338	19.99994338
00aa2b408a9edbd9aaad5ea43bc4010888d14650ff04f48d75a6a71871912f16	2000000000	20.00000000
00ab5c413ccc6e1e1803a1b33e88c897ca8f4a6775ae0e406c3aab2591501b95	1990963880	19.90963880
00e13e332463c1687248c5aeddad5e84d17ee0ccb236ad3971c5ee114fa6d931	1986500327	19.86500327
00f8a0a02e55464a0c4e3dc01031ce8852f4932ac461e596594bf504c3d74bfd	1999999792	19.99999792
00fc12a96f8ed680c58478fa918d98db355ce1e7e9b6c1e40a705df1e1b75c27	2009548005	20.09548005
00fd041ac3eb1ade6b99efb8f0a579dcc2f7ae11c0f3921cae8649e29de3aa39	1969996854	19.69996854
010104cbd8ef7ed45a436640a0fe14fe019d1e83d3d60aace410c5f3c8ae6ebb	2000689510	20.00689510
01646ff00f75c3f0eff09aa1c8bcca69a80f3c9205254ce5ec0d7b4728688a30	2009990001	20.09990001
016e5d3b53eec0450cfef6c10d40707df6334cb2fd0b9ec99b696003999ce740	1999996650	19.99996650
017371306d34dd53eec9558a5540535aefed0c67f30e805dcad6d1689492e446	2000076816	20.00076816
017a1fc5d14572b04770161c162b4a1fb4491a546f5296d503b4a21e5710d54f	2000100000	20.00100000
018055c0a304111dc3f113856a34ab9d0349046e52ff95038c04f4d49ab5cedb	2005957969	20.05957969
018d70ad8b351e81a011fcb61c6b771f8f7ed69db2b7eab3deeacde5e67d4dbf	2000000000	20.00000000
0192382ef06be97b351533fd78ce13f8a85d8893c0a52962283b73f5033be3ed	1997924282	19.97924282
01ada7d26fd8a2c4e4e98267faf466201ac0a1777a29826dc3a96f4871491d16	2000000000	20.00000000
01af81fc3d310efd4e0820085439231a4aec5dac98544a156c0afeadeaa71e51	2000000000	20.00000000
01c9b8a36316b3629681eab192ab57ef2a33192e9a9f317a91502087b3145ca9	2027984910	20.27984910
02009a646aa43126526c262cf46fe01f8dcd43a09ef72c0af4192a95a3e0f1c1	1999995000	19.99995000
023a26163b755f453e42ff799b920284d27309018c551ab1ff8f4071bb707915	2027004306	20.27004306
02402ad43c9fd5630f6bd9b3584e78c8196dd4bd8a0c4eabf47195c7ef897889	2017314547	20.17314547
027b1c3a6ef2e06fb257003100e5f2d354bde8d9bd970ef3888138e18d13ac5b	2000000000	20.00000000
02948b95036a0448b25e0effa6d69bf3a9258ecfc9e5e5be9a834c7ef467bca7	2000000000	20.00000000
0296cf66f39b12d700060f01a8cbdb4e618acfcf72aabe5d77a80103a315e08a	1999995508	19.99995508
02a06da2d2cfa87b7cbd4e5cd30e3c8b2dbf3a2cf473e1ba1ce6209fb21e9caf	1969678294	19.69678294
02af42042562f163d92128042f91637c0b740a84d3e0dae6a832e10ddda714db	2007595228	20.07595228
02ba521fcfae8af5d5f7a41a4768cc7764888faca3306b4482d906f8e5ff6e77	2019871476	20.19871476
02c3c5ac5120f64bf9c16bb708ddbe8e70156f1b6fed4928aee9954e49384844	2000000000	20.00000000
02f925df33c6790444a2b44505419ea0a3a071a066ed54c8e05a2c47dc40380c	2000000396	20.00000396
031427f4315432adddd1e02f250855e56705fd3a7c4085de3031af96138e4d37	2000000600	20.00000600
031dca2a23f1f8dbb9003a81a09140f45cd13a79f883b1f5714e8db8cc1006b6	2025245326	20.25245326
032097c3291982d1bed1312a4d2578f3c6e80dd47d556dbe110aa1c355870ad8	2005535148	20.05535148
033758b1bbfcdf698309fc0438f8143b8940ac059645956ebe20b5aa97db8270	2001713981	20.01713981
033f27fa72a9fe80ca419309236fe4cabe0801102e9357dea85d030d404aa563	2038021263	20.38021263
034c8741a51f927c24f68a71737a2508ba23fffda6d5d2c68e90aa6669398ddd	2000000000	20.00000000
035de1979331e2c46c78bfc881f56980c24640ba3ac1b803bf3766a3effce450	2009990419	20.09990419
03651772fbebcc028d7a8bddb30f42d86e83b765a6707ec196a6626ccb252a4d	2046198731	20.46198731
036d98f0c1984b179921d100f264b4fbc2d6f4356ea9f40037b08739106c34ac	2043455400	20.43455400
037942fef8f06702db775a409d471873f5c092e2ea29b6eb1d4c14c69ea960cf	2006056553	20.06056553
038601a83458e2f2b90e81a128ad49ddc6209c5c2394840b35295ad3ebbb961d	1999998154	19.99998154
039531e15944df2004a80095a2fc59ddb0ddca612518dcaaff15f5d75ceae13d	2000100000	20.00100000
039d6f672f6ee16f1ac41821bf7c9d3970da48be3486c9b6cbfb21d60a4ac246	2000450000	20.00450000
03bb7e112e51d0f16457ba41276c51e7955b28463532dc4b488b4ec93d1896e2	1982415668	19.82415668
03c45ceba77f4f331d29f4d0f968308b6739e2ed873a3a8a4893a0dabb0793dc	1957811579	19.57811579
03cdf5a697777384aeda5cfcffe90eb2c74d5019e2c421495dd70d03313edae1	1999999120	19.99999120
03d0d690b8369075d0781b060e91596dd9c100843bf387b328aa6a3b60a6bac4	1993550786	19.93550786
03d68e2b8274526abb53242f2805171004dfd5c01d9b32f02e3a02491aacd050	2000000000	20.00000000
040787fb231cd1800ea48a3aa42fc5afbeade56e444e97d60c2fafb059cc8670	2000000000	20.00000000
040b43c24fbbd1c212eda710c884a07d92840df9b5177ec6ca2cb92afa0558d7	1999920000	19.99920000
040fbb0ec500e8fe928ff86e5dffab151ee67b8266b9a93cb4fbe0f82dcf3613	2000000000	20.00000000
0430727d628613f2edbe0fcc5931f3717ce9bae149efb292a96a17e20bca7e0e	2042047906	20.42047906
0430cf8708e96c74f5fecfc74f9a3de908d86bfbd32e772eea04e157d76fb887	2049161647	20.49161647
043a578d3d3e06ff8157ee070f2a2f0dd42735f71744650bafa3362e3801bc4a	2000000000	20.00000000
047207c0b7e2af9b7e2c4751984bcf81a755328350d69ffc54ad8675bab27dca	2000000000	20.00000000
04766331a372a9e8bccb467f81c73ffe177ea27de94ed78eb039fd0df998b2b0	1962267937	19.62267937
047aca2987f54d9e63bf928ae43a3fe843c358f6980423a8416cc10c677626fb	1969456854	19.69456854
