12NxH73iX4v5Ev2aAEMAdQBtAzU5QaXyw6,20.0
12y5ATqqhPaHfNzqKJiombZGNiur1sUkW7,20.0
1K8LU9o4Tkf8yBV51eGA6DCbL45KKL3hbB,20.0
1GBcyigDiiA2QY8F7FcgH9P7MvniRSM5wT,20.0
1QJVu4sy1pdyr8SiDB21rFMzQHPK1eMsxA,20.0
1QEJtMri7s4kFMCNxkVYfDhPtx9EFpB1bf,20.0
1tiS9Fxrf6Bzusr3Fbu7NUMWZ6eQKoKc2,20.0
1GBvQf3pFXUfwVadLicZmErVoHaJcUS3kA,20.0
1RH5jvowQmhFL8iVNKhco396Ja2mAp7mW,20.0
1QKpgd2VjDdBRkWdvJQyVPbpkNUTQutk5E,20.0
1P7oirMpiwCSMXzRatrt4XRLcVQ1CxwtKW,20.0
1LcqGuSWZ9cg8mcXNXi3aHrN8gT2cXcHzP,20.0
1EYGxpSGUSSpDMo9i6KhetbxwjvvkDCqSG,20.0
1LRAsuPGqd87BfGT4cAbCPWZDdT3o2neCj,20.0
1H8Ki8vUU6qeMMWgkaPSJwwRv3rRYuuU64,20.0
1GtcZ7m5pM6P9d6Cfpx1zkTkRGEhKFqdHL,20.0
17LygsQVt5Xt8CQgFTXvsSHgnaFvDBoDJw,20.0
1HmyEAPsJKWb4YxGtVoV2oR1g1TUrTg18v,20.0
1QJyW7oqW5gWuwuVU8Vdepp8iqKxLwvBmN,20.0
1QJr9yGocxK5RUsowH7zewfZNkExckEixj,20.0
12qRp1i3yaTqBcTfYWDmzz2iaJt8GD93jy,20.0
1CqNdeX2Ek94kkW4nuRrSQuQ9HCfYE1QYU,20.0
1EbncL2ezpCGzWzHZz1uDNmEsHeTi1nLor,20.0
1ABq9v6YSxdMNsiKUpEfkCFqgzwsgETVp6,20.0
1LT9idbSrBLkXJUSMRT4Hq8dGkBRt6qU6j,20.0
18fKxcU2CZHCQ5WvwaGxZrgQHBPokrt1Ze,20.0
1L8AZRcnEUyKP5KaJAQVxn8iGJ54mBLqoe,20.0
125dqocBwr4aPsC3LQCUZPGNaHAn1qrgJ9,20.0
1DiWwX7WKX9AGgRkBoMT1Cj7F12BRMDKHg,20.0
1fUejUxqCWqEjt5wvsAnr3p5KrytNRT53,20.0
1Lh9C6SoirosDSvWzwzXqeX6FMiDbqS7Jy,20.0
1GGgBbjS3WVNvaaFroNMi2nqXEb36G8TMj,20.0
1LcQCkdMKkcugp9G2ZEP2XX2UTtyx3hB6A,20.0
1PM1tauDrYukAGBBXSEaDd55BHPVL2MpZi,20.0
169wMnmM6Mk97ebtVYJhT5gNWnNJ9Y8K4Y,20.0
1FeD7RbDRdDLyTDKxF3NjiKqK7huRupbfe,20.0
1AkNdBrfKVyoLuhnRKZuZRZg3j7jQxaWFi,20.0
1DWQvJCE4o8kMWrSwQeMnGx8B43fUszu5j,20.0
1NyEcscGRWQr7ca3VpUVUenz9efPL3ZFWA,20.0
16CSgbWtRssi6rB1duTSpNymfKDbSbzPee,20.0
1CQEjN32LhyMuN2JYJrBA9b24BrAsemV4d,20.0
16zmbUZNm7F9DpgqnRgx8SHqNWDZPSkBYc,20.0
16HpEiDTr3V2V4geg6Jnxp785CHqpJUscE,20.0
123msjGU1bGfvBSc8dok2GBbKbWmc2pYTF,20.0
1FB1atnJGirLCe58YZcRkmGeZG3kdFkZDR,20.0
1Dnh3R4rfkM4Qt1HoLvcob6o1QuxcAStiq,20.0
126ykcyvJsHx3jJ5eUY5WzGsnbtcZYMUZc,20.0
1LJkuG5q1ghQRnHCpgYydEqRQeBL8yKnvr,20.0
1K8oCriZTmpMCPXEe2Ye18sM2zotB2mA9r,20.0
1Nth8yiRe3yMMB8RV82uKC6JzLtDTNbDWb,20.0
1NhS8sLyU9CHKFS4gkNzqX6Rk31X5Wm9kA,20.0
1LvNEocGr6vv6DQDNQauJXhR12xNug5vZP,20.0
1KpNwYdDG7J2ixftonRfWohvhguS1thgBZ,20.0
1MB3e2gCtTGQDtUdQPTBJgRg2ByC7dkwEi,20.0
1LExxRqXjYsgNyW2AJeA217hFfcGbGrcaE,20.0
1WEYHLkFRQpu19rJ7jDKtTJrGFQVEtBpe,20.0
1CNBKbTmhQtYAMKyuBaJ2JVsaJUkpLBnN3,20.0
19r7JuRqkxMrNUz4evKGsX2jm2hpR8dxjk,20.0
1LJbAgdscngbn3DLcDTD37LkdfKgpibhxm,20.0
1LTMEba19wuNyNgtC3njRSaSiRrg1aAUXo,20.0
1E2BKxUFh42y1GsocioarGNuZ2aj11VnbL,20.0
1K9a7bECk82JuXWpqXLvRRTwNEgXMnyYER,20.0
1LTVVPErJL4LSeCvfjCbLyrLga9uiAjP12,20.0
1L9My3zi7izf37hBjADVU8J3ibz7zUQLVp,20.0
1EXbJ9H6tfi1wdkmXVRtQ6X527XkZ5RiWG,20.0
1Kn75SHuaBw7RpBr95ar6VL2ekWbeLLskF,20.0
1EeaJ8Z9EKbyqnzP8MwNytS1cUcQB5MoPB,20.0
1QHFmH4f1Zjzgj8FFfnK1UsJxtyssnhhzs,20.0
1EFEo9EswuRgN86EvxFedSyF19stJGeehX,20.0
1QASNFFpbAkSY5FHfPiR3zGgCJqU3UDdnR,20.0
1ExQK4JFyLeeKnEfs6pKgKdxSwKujSYWj1,20.0
1CDReBbSZ7WyMRkJ3EqBkJiQF4sixqWiax,20.0
1BVPYVMjbSbJNaR3wTmbemjzazdNMezX7K,20.0
1K2oTpAutm2H6NY8WUoKYvybPzxHUTiLL9,20.0
