scripthash_hex	balance_sats	balance_btc
000690623941c6e4bcd988f4afeadf57a4eb93ca0be37b47f8b81cf7c903a267	3938069013	39.38069013
004d29d6f517f40cbfe5208208c216da2ed8f52a64c82ce350388e14a67c1638	4000000546	40.00000546
0080313b846da71f9fab27d28b8b767ba6e8a0f6050575ffcbc23f56e6d41cc5	4093905192	40.93905192
008d92488a8a6801122fb715cb6840371f41268e2396da8e1ff3e720dfe50b90	4000000000	40.00000000
00ddcee7e571e8dfac03932aa44cdec3dba8115ecccd55d25bcae96d36d3cddc	3989022357	39.89022357
00e311e0dc825c567d2794fd12082f7c402c54713a869401a0dad175dcdacab9	3995577635	39.95577635
00f8727848ac2423c2ec476a7535bf3d4c9542963e42e800a1d1604ac73d57bd	4033040872	40.33040872
0118c798e8b0bad962dc9ff6e1a0e66e9106876a616625faab05f8c7a02ad8c5	3947277187	39.47277187
014d3ca905ca6c0ca4e3bfd3769b7a6ed5c218ec67746cf20469a60f4236df36	4000000000	40.00000000
022dd80d1417cb4e7f62f77dc7a00fe32dddc49cd5b4085f3ed092cf5f276b36	4000000000	40.00000000
02492b0d8f28096acd0abee6baa03a0120fdebfe631c730833a764da907d5106	3905370839	39.05370839
02b57abb2770308035641e7c140fd431bbc91c1439c436b104bbaf5dd21c5baa	3914948443	39.14948443
02ddc95621a3ec26b6e2c3c18113032802df4afebafa3013492c3953a347c2c8	4046003572	40.46003572
02f1a2376ca28281db8dbbe2f29d64bda4fd3e775fd4ba82d52c50eb5861f58e	4000000000	40.00000000
02f9efef02071ac6a2f7b16ccb8156d30c8e4328501f22499bffeb62faca40a9	4089337335	40.89337335
03373d1904d2cb562cf701da30627ddd7a30c5c8f1f7bc83bbf80915d6c585ad	3999949126	39.99949126
03992cfbeb9eebd1009b5ab1205aba8dfe8aad1f47071fde8ac059f76ac5e44a	3970053700	39.70053700
03c182aafffaf1dd9ec19a16e47369665adfd01302859f67344f0d6f33d383c2	4030989065	40.30989065
04040affe329160b4bdfb2f88b51286cfc1282393955bd9f0ac007b3d587f477	4032841922	40.32841922
04a67ea9a8615aa0af76d03293ca5e40bd945e617d8de11cede4945f253f3c32	3963528704	39.63528704
04d2e540e87fd30345cf123e973590871ebc6806b72f7934361bb822798dd2ce	3999868758	39.99868758
0532bae9dbe77b031a90d1b8b35c7aed6665d7b1b57b23f9c8c0384adc8b8426	3927769386	39.27769386
05ddbeff6c67ba03d08cfafb131badc620a24b7faf13fcf7d127271a8efa5f42	4000000000	40.00000000
0604719953cb97da8175cb3b8bb44d587b8149a288f7d4cbbc0d9701059a9e11	4089924686	40.89924686
062052b18034c55fad6f5cb46600f7c151cb55812fb270f7d01e4401cf342a0a	3933001591	39.33001591
065621a1a79d7aee59af661ff54bd339d00dcd9c45d6f252d4566519966555c4	3935000546	39.35000546
068f2cc9af9bb24f5ad4fc0df410033800b642e903b6f9f619586f11d2c937d1	3999321669	39.99321669
06fe67d0041bd472574a95b38b6528db04ac94107475642e48915c156adc1e22	4027633220	40.27633220
07949371c273825a7a14c48e5205a661234a3316531c911fb2dc3466a729784a	4000000000	40.00000000
0794a22ac8005f7970865b22749a6962733dd0b8357e341c0ab24c5c18a5c711	3915236374	39.15236374
079d1c6f0800ff8313b71cd24d86964cb21e800c982da0980355e40d152f3904	4052903643	40.52903643
07d23c5681e873c8655ec85b93deff85b35a26f4d9e849a896467fbcee8dc5a6	4031963391	40.31963391
07f1b5dcada7c54b1b8ac98646c7b912c234b8440874fbd2ca6a8811b9253c4b	4000000000	40.00000000
080f4b149645d0e100aa7ea208782ee05cb3ad28b1476bc955d615246778bcc9	4000000000	40.00000000
