3E8svDc3ZJ2jYhYKrx3vasr2b3BQW8sDxV,20.0
3353imU3xBKYGC7V9489oUYGXHyxGRPLns,20.0
3BnMbx9vvyG1hVsXpGsCRjry224THCeNiB,20.0
38CWouhZpCpshAjZQj1NSW8tdAfheu3a6Y,20.0
3DzYoiWRS1WLgtPryV1xtNpCAJFgFuQanD,20.0
37XhWUBUYpkXB6CKHP14cr4CpXtvoXnnGg,20.0
3JpVZdvRWwpoTCpbeVejKpcDx8qpWDwd9D,20.0
31xrwMx15As2PZ3tUyQZAdb7R7ymzeXg3j,20.0
36hhHVKeprdrrNsNy7sidLG9AjTFVB5BkR,20.0
32dwPUQcYtQPUXSuYiH4kEjKaKLfjY1xbg,20.0
3Myer1yjDT4QVx8RD65ZaM2aKsSVp8Qq5w,20.0
36P32ibU2R3mvjVaND1LMQ2aXZAMA7m9sJ,20.0
3C1VBmfCjrKvVPYSew3kScD6JD9TzoSnJv,20.0
3Hk4PhUWjj7oogjYvNK5cKnEpzULDgEZqg,20.0
3BfGoYxYCVtQNJscYr77pKnwMYBtGf7Gxw,20.0
3EcZL3Tun2ergZGNcts32QX6kFNWHBWNn7,20.0
3D2JHufHcEfFAGKifdKzhGCn1b1teqLGUm,20.0
3PZ3CsVWCxYNzWo4jMMoVyxKHH4PJSHL6G,20.0
37ASaSAf1GewL8LGr9wXrc1RBhPD4cmNNS,20.0
38sP1kgUwkjWXtKq1HfGRk1wc4VAZZE9rb,20.0
3D3D4XNTmSBuH9dtWz8rp1Ef6JbcYkgSCg,20.0
32oEU9zdyosApkHBZatJ9pXVBhtAb4aqQ3,20.0
3NvyFJzwDMKP9bpYHHcTvMWKj2e5J2UXMk,20.0
35sd9cJJoLVxtE7yRsDjjCmZVvhZQAy9yD,20.0
3E6Ub2sfSNrVn4nDBLAA8kpwoenJj2tNXu,20.0
3NQhd1EXq9waP5LpSFcxmm1qncN1tS7Toj,20.0
39kkrT7wAY1Uf7rx3vJB7YeWcCdHw41zBZ,20.0
3AuoxhXv7MDSM6nfJDburrbXttGLE2EwW9,20.0
36oR5rxAuS2FsyCkRGtwcd56b2D8cKn4q2,20.0
3MPFfixmJgfVdv4TN4DGM3F43oqMCgAxjR,20.0
39pZbBomYpAPxQjP6ZoEPcsGzU5urt9rNF,20.0
3PuUMTZ6fcXC6wve4ASu2qwC26zkeqNx2A,20.0
3K44pAjLmU7FBbuwJWppg1ge6NguLVebqw,20.0
3NRGD2NH8UA7heEwng7BkjHvgcDfxqVzYb,20.0
3EUq5nJp7SpZ2dVPhsk8iYoozs98azUrT1,20.0
39Ub7xvDZgShNrpKbFampBGg7hQVcQMdw8,20.0
3LocoPkqQTQj24LhzNayYRz17tnhndufCm,20.0
3MNkLu3XuDyTHyzsFseQMArB9TVqStWfBb,20.0
38aDwLX5B7xm8HuHzUs5Bz6t755zL6LtQF,20.0
37aeafP82LhLkm4UaL92SXs5pvDC7oVy2u,20.0
36GSkpTsSMitifWW3wycicay8hrguvZiHL,20.0
3PZ9AQ9WNdASXG9kWvXiX73kuc6QQHeZyV,20.0
3DajvPWEf4hUmYDwBGWspCZxe6vnkNZcG2,20.0
3KWWCGj9zieRtmL4wxtxgFu6w1J3uz4f1Y,20.0
3Be4WZVrsWu7DsrFHoKEbJugHkF8xP9jdS,20.0
3L9ndYd64LkP1imUkJVnG4Y5ASc9nx4TvP,20.0
3EpMWHEMvnjeCAboXxELeHB785TSTTDJcP,20.0
3EPGcASZszKEqK12yStHWfqAp6v5at9u4i,20.0
32mJ5jPnNEviYwVxg6z4h6erGWVfAKQRo7,20.0
